Word,Polarity
"oneills	","	0.5"
"oneindependentnonamerican	","	0.5"
"oneiros	","	0.5"
"onejohn	","	0.5"
"onejoke	","	0.4"
"onejust	","	0.4"
"onekind	","	0.5"
"onelegged	","	0.5"
"onelight	","	0.4"
"oneline	","	0.4"
"oneliner	","	0.4"
"onelinerallen	","	0.4"
"onelinerbr	","	0.4"
"oneliners	","	0.4"
"onelinersbr	","	0.4"
"onemake	","	0.4"
"oneman	","	0.5"
"onemanarmy	","	0.4"
"onemanshow	","	0.4"
"onemanworld	","	0.5"
"onemany	","	0.5"
"onemaybe	","	0.4"
"onemillion	","	0.5"
"oneminute	","	0.5"
"onemovie	","	0.4"
"oneness	","	0.4"
"onenight	","	0.4"
"onenightstand	","	0.5"
"onenil	","	0.5"
"onenote	","	0.4"
"oneoh	","	0.4"
"oneone	","	0.4"
"oneonebr	","	0.4"
"oneotherwise	","	0.4"
"onepaced	","	0.4"
"onepanel	","	0.4"
"oneprobably	","	0.5"
"onereally	","	0.4"
"onereel	","	0.5"
"onereeler	","	0.5"
"onereelers	","	0.5"
"onerobin	","	0.5"
"onerole	","	0.5"
"oneroom	","	0.5"
"oneround	","	0.5"
"ones	","	0.5"
"ones	","	0.4"
"ones	","	0.5"
"onesaysthingslikeexceptbadmoviesdialogs	","	0.4"
"onesbr	","	0.5"
"oneseason	","	0.5"
"oneselect	","	0.5"
"oneself	","	0.5"
"onesentence	","	0.4"
"oneset	","	0.5"
"oneseven	","	0.4"
"onesheet	","	0.5"
"oneshot	","	0.4"
"oneshouldered	","	0.5"
"onesidecharacters	","	0.5"
"onesided	","	0.4"
"onesidedness	","	0.5"
"onesizefits	","	0.4"
"onesizefitsbr	","	0.5"
"onestar	","	0.5"
"onestepahead	","	0.5"
"onestorey	","	0.4"
"onestory	","	0.4"
"oneswell	","	0.4"
"onetake	","	0.4"
"onetenth	","	0.5"
"onethird	","	0.4"
"onethough	","	0.5"
"onethousand	","	0.5"
"onetime	","	0.4"
"onetimewed	","	0.5"
"onetogether	","	0.4"
"onetrack	","	0.5"
"onetrick	","	0.5"
"onetwo	","	0.5"
"oneunless	","	0.4"
"oneuped	","	0.4"
"oneupmanship	","	0.5"
"oneupsmanship	","	0.4"
"oneway	","	0.5"
"onewell	","	0.4"
"onewillard	","	0.5"
"onewoman	","	0.5"
"onewomansstruggleodds	","	0.5"
"oneword	","	0.4"
"oneyeah	","	0.4"
"oneyear	","	0.5"
"oneyes	","	0.4"
"ong	","	0.4"
"ongbak	","	0.4"
"ongoing	","	0.5"
"ongoingness	","	0.5"
"ongoings	","	0.5"
"onhand	","	0.5"
"oni	","	0.5"
"onibaba	","	0.4"
"oniel	","	0.5"
"onine	","	0.4"
"onion	","	0.4"
"onionpeeling	","	0.5"
"onions	","	0.4"
"onishi	","	0.5"
"onj	","	0.4"
"online	","	0.5"
"onlinejohn	","	0.5"
"onlinereally	","	0.5"
"onlinesources	","	0.5"
"onlooker	","	0.5"
"onlookers	","	0.4"
"onmyoji	","	0.5"
"onna	","	0.5"
"onnabr	","	0.4"
"ono	","	0.5"
"onorati	","	0.4"
"onrunning	","	0.4"
"ons	","	0.5"
"onscreen	","	0.4"
"onscreenbr	","	0.4"
"onset	","	0.5"
"onside	","	0.5"
"onslow	","	0.5"
"onstage	","	0.5"
"ont	","	0.4"
"ontario	","	0.5"
"ontkean	","	0.4"
"onto	","	0.4"
"ontop	","	0.5"
"onw	","	0.5"
"onwardbr	","	0.5"
"onwards	","	0.5"
"onwardsbr	","	0.4"
"onwhether	","	0.4"
"onyulo	","	0.5"
"onyx	","	0.5"
"oobr	","	0.5"
"ood	","	0.5"
"oodishon	","	0.4"
"ooe	","	0.5"
"ooga	","	0.4"
"oogeyboogey	","	0.4"
"oogling	","	0.4"
"ooh	","	0.4"
"oohlala	","	0.5"
"oohlook	","	0.4"
"oohve	","	0.4"
"ooky	","	0.5"
"oompah	","	0.4"
"oompahpah	","	0.5"
"ooo	","	0.5"
"ooof	","	0.4"
"oooh	","	0.4"
"ooohhh	","	0.4"
"oooo	","	0.4"
"ooooh	","	0.5"
"oooohbr	","	0.4"
"ooookayyyy	","	0.4"
"ooookkkk	","	0.4"
"oooomphmaking	","	0.4"
"ooooof	","	0.4"
"oooooh	","	0.4"
"ooooohhhh	","	0.4"
"oooooo	","	0.4"
"ooooooh	","	0.4"
"oooooozzzzzzed	","	0.5"
"ooops	","	0.4"
"ooout	","	0.5"
"oop	","	0.5"
"oopps	","	0.4"
"oops	","	0.4"
"oopsalof	","	0.4"
"oopscan	","	0.4"
"oõtooleõs	","	0.4"
"ooverall	","	0.5"
"oozed	","	0.4"
"oozes	","	0.5"
"oozin	","	0.5"
"oozing	","	0.5"
"opaquebr	","	0.5"
"opaqueness	","	0.5"
"opbr	","	0.5"
"openair	","	0.5"
"openbr	","	0.5"
"openended	","	0.5"
"openendings	","	0.5"
"opener	","	0.5"
"openerbr	","	0.4"
"openers	","	0.5"
"opening	","	0.4"
"openingbr	","	0.5"
"openingcredits	","	0.5"
"openings	","	0.5"
"openingscene	","	0.4"
"openingshot	","	0.5"
"openminded	","	0.4"
"openmindedbr	","	0.4"
"openmindedness	","	0.5"
"openmined	","	0.5"
"openmouthed	","	0.4"
"openrange	","	0.5"
"opens	","	0.5"
"opensource	","	0.4"
"openspace	","	0.5"
"opera	","	0.5"
"operabr	","	0.4"
"opéracomique	","	0.5"
"operadirectors	","	0.4"
"operahouse	","	0.4"
"operaish	","	0.4"
"operalevel	","	0.4"
"operalike	","	0.5"
"operandi	","	0.4"
"operas	","	0.5"
"operasbr	","	0.5"
"operastyle	","	0.5"
"operate	","	0.4"
"operated	","	0.5"
"operates	","	0.5"
"operathemed	","	0.5"
"operatic	","	0.5"
"operatically	","	0.5"
"operating	","	0.4"
"operation	","	0.4"
"operationbr	","	0.5"
"operations	","	0.4"
"operationssouth	","	0.4"
"operativehire	","	0.5"
"operatives	","	0.4"
"operator	","	0.4"
"operatora	","	0.5"
"operators	","	0.4"
"operetta	","	0.4"
"operettastructure	","	0.5"
"opfergang	","	0.5"
"ophelia	","	0.5"
"opheliabr	","	0.5"
"ophelias	","	0.5"
"ophuls	","	0.5"
"ophüls	","	0.5"
"opiate	","	0.5"
"opined	","	0.5"
"opines	","	0.5"
"opinionanyway	","	0.4"
"opinionbr	","	0.5"
"opinioneverything	","	0.4"
"opinionjust	","	0.4"
"opinionless	","	0.4"
"opinionsbr	","	0.4"
"opinionstephen	","	0.4"
"opinionwielding	","	0.5"
"opinon	","	0.4"
"opioion	","	0.4"
"opium	","	0.5"
"opiumden	","	0.4"
"oplev	","	0.5"
"oporto	","	0.4"
"opossums	","	0.5"
"oppenheimer	","	0.5"
"oppikoppi	","	0.4"
"oppinion	","	0.5"
"opponentbr	","	0.5"
"opponentright	","	0.4"
"opponents	","	0.5"
"opponentsbr	","	0.5"
"opportunist	","	0.4"
"opportunistically	","	0.4"
"opportunists	","	0.5"
"opportunites	","	0.4"
"opportunities	","	0.4"
"opportunitiesbr	","	0.4"
"opportunitybr	","	0.4"
"opposed	","	0.4"
"opposes	","	0.4"
"opposesbr	","	0.5"
"opposing	","	0.5"
"oppositebr	","	0.5"
"oppositeextremeends	","	0.5"
"opposites	","	0.5"
"oppositesbr	","	0.5"
"oppositesex	","	0.4"
"oppositionbr	","	0.4"
"oppressed	","	0.4"
"oppresses	","	0.4"
"oppressing	","	0.5"
"oppressionrepresented	","	0.5"
"oppressions	","	0.4"
"oppressorsbr	","	0.4"
"opprobrium	","	0.5"
"opps	","	0.5"
"oppurunity	","	0.5"
"oprah	","	0.4"
"oprahbr	","	0.5"
"oprahcom	","	0.4"
"oprahish	","	0.5"
"oprahs	","	0.4"
"ops	","	0.4"
"opt	","	0.4"
"opted	","	0.4"
"optic	","	0.4"
"optical	","	0.5"
"optically	","	0.5"
"optics	","	0.4"
"optimismbr	","	0.5"
"optimist	","	0.5"
"optimistic	","	0.5"
"optimisticbr	","	0.5"
"optimists	","	0.4"
"optimums	","	0.5"
"optimus	","	0.4"
"opting	","	0.4"
"optional	","	0.5"
"optionbr	","	0.5"
"optioned	","	0.5"
"options	","	0.4"
"optionsbr	","	0.5"
"opts	","	0.5"
"opulence	","	0.5"
"opus	","	0.5"
"opusbr	","	0.5"
"opuses	","	0.5"
"oquinn	","	0.4"
"ora	","	0.4"
"oracles	","	0.5"
"oracular	","	0.5"
"oradoursurglane	","	0.5"
"oragami	","	0.5"
"oral	","	0.4"
"oralist	","	0.4"
"orally	","	0.4"
"orama	","	0.4"
"orang	","	0.4"
"orange	","	0.4"
"orangebr	","	0.5"
"orangeheaded	","	0.4"
"orangered	","	0.4"
"oranges	","	0.5"
"orangeskin	","	0.4"
"orangestyle	","	0.4"
"orangetinted	","	0.4"
"orangutan	","	0.4"
"orangutang	","	0.4"
"orangutans	","	0.5"
"oration	","	0.4"
"orations	","	0.5"
"orator	","	0.5"
"oratorio	","	0.5"
"orators	","	0.5"
"oratory	","	0.5"
"orazio	","	0.5"
"orbach	","	0.5"
"orbachrichard	","	0.5"
"orbbr	","	0.5"
"orbison	","	0.4"
"orbit	","	0.4"
"orbital	","	0.5"
"orbitbr	","	0.4"
"orbiting	","	0.4"
"orbits	","	0.4"
"orbitsbr	","	0.5"
"orbitting	","	0.4"
"orbs	","	0.4"
"orc	","	0.5"
"orca	","	0.4"
"orcabr	","	0.4"
"orcahey	","	0.4"
"orcas	","	0.4"
"orchard	","	0.5"
"orchestra	","	0.5"
"orchestrabr	","	0.5"
"orchestral	","	0.5"
"orchestras	","	0.5"
"orchestrate	","	0.5"
"orchestrates	","	0.5"
"orchestrating	","	0.5"
"orchestration	","	0.4"
"orchestrations	","	0.4"
"orchid	","	0.4"
"orchidea	","	0.5"
"orchids	","	0.5"
"orchidsbr	","	0.4"
"orcs	","	0.5"
"ordained	","	0.5"
"ordainedbr	","	0.5"
"ordeals	","	0.5"
"ordell	","	0.4"
"order	","	0.5"
"order	","	0.5"
"orderbr	","	0.5"
"orderd	","	0.4"
"ordered	","	0.5"
"orderedbr	","	0.4"
"ordering	","	0.5"
"orders	","	0.4"
"ordersbr	","	0.5"
"orderturning	","	0.5"
"ordet	","	0.4"
"ordinance	","	0.4"
"ordinarily	","	0.5"
"ordinariness	","	0.5"
"ordinarybr	","	0.4"
"ordo	","	0.4"
"ore	","	0.5"
"oregon	","	0.4"
"oregonbr	","	0.4"
"oregonian	","	0.5"
"oreilles	","	0.5"
"oreilly	","	0.4"
"oreily	","	0.5"
"orel	","	0.4"
"oren	","	0.4"
"orenji	","	0.5"
"orenthal	","	0.4"
"oreo	","	0.5"
"oreos	","	0.5"
"ores	","	0.4"
"organ	","	0.5"
"organbr	","	0.5"
"organically	","	0.5"
"organiclooking	","	0.5"
"organics	","	0.4"
"organisationbr	","	0.5"
"organisations	","	0.5"
"organisationsbr	","	0.5"
"organise	","	0.5"
"organised	","	0.4"
"organiser	","	0.4"
"organisers	","	0.5"
"organises	","	0.4"
"organising	","	0.5"
"organism	","	0.4"
"organismbr	","	0.4"
"organisms	","	0.5"
"organist	","	0.5"
"organizational	","	0.5"
"organizationbr	","	0.5"
"organizations	","	0.5"
"organize	","	0.4"
"organized	","	0.5"
"organized	","	0.5"
"organizedbr	","	0.5"
"organizedcrime	","	0.5"
"organizer	","	0.4"
"organizers	","	0.5"
"organizes	","	0.5"
"organizing	","	0.5"
"organs	","	0.4"
"organsbr	","	0.5"
"organtrading	","	0.5"
"organzation	","	0.4"
"orgasmic	","	0.5"
"orgasms	","	0.5"
"orgazim	","	0.5"
"orgazmo	","	0.5"
"orgia	","	0.4"
"orgies	","	0.4"
"orginal	","	0.4"
"orginality	","	0.4"
"orgolini	","	0.5"
"orgue	","	0.4"
"orgy	","	0.4"
"orgybox	","	0.5"
"orgyesque	","	0.5"
"orgyladen	","	0.4"
"orgytype	","	0.4"
"ori	","	0.5"
"oribr	","	0.5"
"oric	","	0.4"
"orient	","	0.5"
"oriental	","	0.5"
"orientalism	","	0.4"
"orientalist	","	0.4"
"orientals	","	0.4"
"orientalsbr	","	0.4"
"orientated	","	0.4"
"orientationbr	","	0.5"
"orientations	","	0.5"
"oriented	","	0.5"
"orientedbr	","	0.4"
"orifices	","	0.4"
"origami	","	0.5"
"origin	","	0.4"
"original	","	0.5"
"original	","	0.4"
"originalbr	","	0.4"
"originaleh	","	0.4"
"originalhg	","	0.5"
"originalhowever	","	0.4"
"originalitybr	","	0.4"
"originalitym	","	0.5"
"originalll	","	0.4"
"originally	","	0.5"
"originallybr	","	0.5"
"originals	","	0.4"
"originalsomething	","	0.5"
"originalstrangecool	","	0.5"
"originalve	","	0.4"
"originate	","	0.4"
"originated	","	0.5"
"originates	","	0.5"
"originating	","	0.5"
"origination	","	0.4"
"originator	","	0.5"
"originators	","	0.5"
"originbr	","	0.5"
"origins	","	0.5"
"originsmovie	","	0.4"
"originstories	","	0.4"
"origional	","	0.4"
"orignal	","	0.5"
"orignally	","	0.5"
"origonal	","	0.4"
"orin	","	0.5"
"oringinally	","	0.5"
"orion	","	0.4"
"orisha	","	0.5"
"orked	","	0.5"
"orkedbr	","	0.5"
"orkeds	","	0.5"
"orkly	","	0.5"
"orks	","	0.5"
"orla	","	0.5"
"orlac	","	0.4"
"orlanderwilliam	","	0.4"
"orlandi	","	0.5"
"orlando	","	0.5"
"orleans	","	0.5"
"orléans	","	0.5"
"orleansbr	","	0.5"
"orleansearly	","	0.5"
"orloff	","	0.4"
"ormond	","	0.5"
"ormondroyd	","	0.5"
"orna	","	0.5"
"ornament	","	0.5"
"ornamentations	","	0.4"
"ornaments	","	0.5"
"ornella	","	0.5"
"ornithochirus	","	0.4"
"ornithologist	","	0.5"
"oro	","	0.5"
"ororke	","	0.5"
"oross	","	0.5"
"orourke	","	0.4"
"orphanage	","	0.4"
"orphanagebr	","	0.4"
"orphanages	","	0.5"
"orphans	","	0.5"
"orphee	","	0.4"
"orpheus	","	0.4"
"orpington	","	0.5"
"orr	","	0.5"
"orrykelly	","	0.5"
"orsen	","	0.5"
"orson	","	0.5"
"ortegas	","	0.4"
"ortelli	","	0.4"
"orthodoxbashing	","	0.4"
"orthographic	","	0.4"
"orthopedic	","	0.4"
"orthopraxis	","	0.4"
"ortiz	","	0.5"
"ortolani	","	0.5"
"ortolanis	","	0.5"
"orton	","	0.4"
"oru	","	0.4"
"orville	","	0.4"
"orwell	","	0.4"
"orwellian	","	0.4"
"orwellianx	","	0.5"
"orwelll	","	0.4"
"orwells	","	0.4"
"osa	","	0.4"
"osaka	","	0.4"
"osama	","	0.4"
"osamabr	","	0.4"
"osamu	","	0.4"
"osborne	","	0.4"
"osbourne	","	0.5"
"oscar	","	0.5"
"oscaraversion	","	0.5"
"oscarbr	","	0.5"
"oscarcaliber	","	0.5"
"oscarcaliberwritten	","	0.5"
"oscarcontending	","	0.4"
"oscargreat	","	0.5"
"oscarhunting	","	0.4"
"oscarmaterial	","	0.4"
"oscarnabbing	","	0.5"
"oscarnominated	","	0.5"
"oscarnomination	","	0.4"
"oscarnominations	","	0.4"
"oscarnominee	","	0.5"
"oscarnominees	","	0.5"
"oscarrobbing	","	0.5"
"oscars	","	0.5"
"oscarsbr	","	0.5"
"oscarwinner	","	0.5"
"oscarwinning	","	0.5"
"oscarworthy	","	0.5"
"oscarworthybr	","	0.5"
"oscer	","	0.5"
"oscers	","	0.5"
"oscillate	","	0.4"
"oscillating	","	0.4"
"oscillators	","	0.5"
"osd	","	0.5"
"osds	","	0.5"
"osenniy	","	0.5"
"oshaughnessy	","	0.5"
"oshawa	","	0.4"
"oshea	","	0.4"
"osheas	","	0.5"
"oshii	","	0.5"
"oshiis	","	0.5"
"oshin	","	0.5"
"oshins	","	0.5"
"osiric	","	0.5"
"osiris	","	0.4"
"oskar	","	0.4"
"oskorblyonnye	","	0.5"
"oslo	","	0.5"
"osment	","	0.5"
"osmond	","	0.5"
"osmosis	","	0.5"
"ospenskyabr	","	0.5"
"osric	","	0.5"
"oss	","	0.5"
"ossana	","	0.5"
"ossessione	","	0.5"
"ossessionebr	","	0.5"
"ossie	","	0.4"
"ossuary	","	0.4"
"ost	","	0.5"
"østbye	","	0.5"
"osteen	","	0.4"
"ostentatiously	","	0.5"
"osteopath	","	0.5"
"osteopathbr	","	0.5"
"osterman	","	0.5"
"ostern	","	0.5"
"osterns	","	0.5"
"osterwald	","	0.4"
"ostfront	","	0.5"
"ostracism	","	0.5"
"ostracization	","	0.4"
"ostracized	","	0.5"
"ostrich	","	0.4"
"ostrichtrimmed	","	0.4"
"osts	","	0.4"
"osullivan	","	0.5"
"osullivans	","	0.5"
"osvu	","	0.5"
"oswald	","	0.5"
"oswalds	","	0.4"
"ota	","	0.5"
"otac	","	0.5"
"otakon	","	0.5"
"otaku	","	0.4"
"otakus	","	0.4"
"otakutownbr	","	0.5"
"otami	","	0.4"
"otávio	","	0.5"
"oterri	","	0.4"
"oth	","	0.4"
"othellobr	","	0.4"
"othellos	","	0.5"
"othenin	","	0.4"
"otheningirard	","	0.4"
"otherness	","	0.5"
"others	","	0.5"
"others	","	0.5"
"othersalan	","	0.5"
"othersbr	","	0.5"
"othersfinally	","	0.5"
"otherslisten	","	0.5"
"othersm	","	0.4"
"othersoddly	","	0.4"
"otherss	","	0.5"
"otherswell	","	0.5"
"otherswhatever	","	0.4"
"otherwisebr	","	0.4"
"otherwiseenough	","	0.5"
"otherwisemaybe	","	0.4"
"otherwiseproduction	","	0.4"
"otherwises	","	0.5"
"othewise	","	0.5"
"otis	","	0.5"
"otiss	","	0.5"
"otoh	","	0.4"
"otoko	","	0.4"
"otomos	","	0.5"
"otool	","	0.4"
"otoole	","	0.5"
"otooles	","	0.5"
"otools	","	0.5"
"otranto	","	0.5"
"otro	","	0.4"
"otsu	","	0.5"
"ott	","	0.4"
"ottaviano	","	0.4"
"ottawa	","	0.4"
"ottbr	","	0.5"
"otter	","	0.4"
"ottiano	","	0.5"
"otto	","	0.5"
"ottoman	","	0.5"
"ottos	","	0.5"
"ouch	","	0.4"
"ouchbr	","	0.4"
"oudraogo	","	0.5"
"ouedraogo	","	0.5"
"ouedraogos	","	0.5"
"oughta	","	0.5"
"oughts	","	0.5"
"oui	","	0.5"
"oui	","	0.5"
"ounce	","	0.4"
"ounces	","	0.4"
"ourdays	","	0.5"
"ouroboros	","	0.5"
"ourt	","	0.5"
"ous	","	0.4"
"ousmane	","	0.4"
"oust	","	0.5"
"ousted	","	0.4"
"outa	","	0.4"
"outage	","	0.4"
"outback	","	0.5"
"outbackbadly	","	0.4"
"outbreakingbr	","	0.5"
"outbreaks	","	0.5"
"outcastbr	","	0.4"
"outcasts	","	0.5"
"outclasses	","	0.5"
"outcome	","	0.5"
"outcomebr	","	0.5"
"outcomes	","	0.5"
"outcrop	","	0.5"
"outcroppings	","	0.4"
"outdatedbr	","	0.5"
"outdid	","	0.5"
"outdoes	","	0.5"
"outdoing	","	0.4"
"outdone	","	0.5"
"outdoor	","	0.5"
"outdoors	","	0.5"
"outdoorslike	","	0.5"
"outdoorsman	","	0.5"
"outdrawing	","	0.5"
"outer	","	0.4"
"outerbridge	","	0.5"
"outers	","	0.5"
"outerspace	","	0.4"
"outfield	","	0.5"
"outfieldbr	","	0.4"
"outfielder	","	0.4"
"outfit	","	0.4"
"outfitbr	","	0.4"
"outfits	","	0.4"
"outfitsbr	","	0.4"
"outfittedbr	","	0.4"
"outflanking	","	0.5"
"outgrew	","	0.5"
"outgrow	","	0.5"
"outgrowing	","	0.5"
"outgrown	","	0.4"
"outgrowth	","	0.4"
"outhouse	","	0.4"
"outing	","	0.5"
"outingbr	","	0.4"
"outings	","	0.5"
"outingsbr	","	0.5"
"outkast	","	0.4"
"outland	","	0.4"
"outlandishbr	","	0.5"
"outlands	","	0.4"
"outlasting	","	0.5"
"outlaws	","	0.5"
"outlawsbr	","	0.5"
"outlawsfinal	","	0.5"
"outlay	","	0.5"
"outlaybr	","	0.4"
"outlet	","	0.5"
"outlets	","	0.4"
"outletsbr	","	0.5"
"outline	","	0.4"
"outlines	","	0.5"
"outlining	","	0.5"
"outlive	","	0.5"
"outlived	","	0.5"
"outliving	","	0.5"
"outlookbr	","	0.5"
"outlooking	","	0.5"
"outlooks	","	0.5"
"outloudbr	","	0.4"
"outmatched	","	0.4"
"outnumber	","	0.5"
"outnumbered	","	0.4"
"outnumbers	","	0.4"
"outpacing	","	0.4"
"outperform	","	0.4"
"outperforms	","	0.4"
"outplayed	","	0.5"
"outpost	","	0.5"
"outpostbr	","	0.4"
"outposts	","	0.5"
"outpouring	","	0.5"
"output	","	0.4"
"outputs	","	0.5"
"outracing	","	0.5"
"outragedbr	","	0.4"
"outragesoutrageousness	","	0.4"
"outragously	","	0.5"
"outranks	","	0.5"
"outré	","	0.5"
"outreach	","	0.5"
"outriders	","	0.4"
"outrightly	","	0.5"
"outrun	","	0.5"
"outrunning	","	0.5"
"outruns	","	0.4"
"outs	","	0.4"
"outset	","	0.5"
"outsetbr	","	0.5"
"outshined	","	0.5"
"outshines	","	0.4"
"outshining	","	0.5"
"outshone	","	0.5"
"outshoot	","	0.5"
"outside	","	0.5"
"outsideabraham	","	0.5"
"outsidebr	","	0.5"
"outsideread	","	0.4"
"outsiders	","	0.5"
"outsiderslook	","	0.4"
"outsides	","	0.4"
"outskirts	","	0.5"
"outsleep	","	0.4"
"outsmarted	","	0.4"
"outsmarts	","	0.5"
"outsource	","	0.4"
"outsourced	","	0.5"
"outsourcing	","	0.5"
"outstading	","	0.5"
"outstandingbr	","	0.5"
"outstay	","	0.5"
"outstretched	","	0.4"
"outstripped	","	0.4"
"outstripping	","	0.4"
"outta	","	0.4"
"outtakes	","	0.4"
"outted	","	0.4"
"outthere	","	0.4"
"outvoted	","	0.5"
"outwards	","	0.4"
"outweigh	","	0.5"
"outweighed	","	0.4"
"outweighs	","	0.5"
"outweight	","	0.5"
"outwits	","	0.4"
"outwitted	","	0.4"
"ouverte	","	0.5"
"ouvre	","	0.4"
"ova	","	0.5"
"oval	","	0.5"
"ovals	","	0.5"
"ovaries	","	0.4"
"ovas	","	0.5"
"oven	","	0.4"
"ovenpotholder	","	0.4"
"ovens	","	0.5"
"overabundance	","	0.4"
"overachieving	","	0.5"
"overactingbr	","	0.4"
"overactingjulia	","	0.4"
"overactingperiod	","	0.4"
"overacts	","	0.4"
"overactsbr	","	0.4"
"overaggressive	","	0.4"
"overal	","	0.5"
"overall	","	0.5"
"overallbr	","	0.4"
"overalls	","	0.5"
"overallwearing	","	0.5"
"overambitious	","	0.4"
"overanxious	","	0.4"
"overarching	","	0.5"
"overbaked	","	0.4"
"overbearingponderous	","	0.4"
"overbite	","	0.4"
"overbitebr	","	0.5"
"overbloated	","	0.4"
"overblow	","	0.5"
"overboard	","	0.4"
"overboardbr	","	0.5"
"overbroad	","	0.4"
"overburdened	","	0.4"
"overburdening	","	0.4"
"overcame	","	0.5"
"overcaution	","	0.4"
"overcharged	","	0.4"
"overcoat	","	0.4"
"overcoats	","	0.4"
"overcomebr	","	0.4"
"overcomes	","	0.5"
"overcoming	","	0.5"
"overcomingodds	","	0.5"
"overcompensating	","	0.5"
"overcooked	","	0.4"
"overcranked	","	0.4"
"overcrowded	","	0.5"
"overcrowding	","	0.4"
"overdetermined	","	0.4"
"overdeveloped	","	0.5"
"overdid	","	0.4"
"overdirection	","	0.4"
"overdoes	","	0.5"
"overdoing	","	0.5"
"overdonebr	","	0.5"
"overdonethree	","	0.4"
"overdose	","	0.4"
"overdosed	","	0.4"
"overdoses	","	0.4"
"overdramaticbr	","	0.4"
"overdramaticizing	","	0.4"
"overdramatized	","	0.5"
"overdramatizes	","	0.4"
"overdrawn	","	0.4"
"overdressed	","	0.4"
"overdrive	","	0.4"
"overdrives	","	0.5"
"overdub	","	0.4"
"overdubbed	","	0.5"
"overdubbing	","	0.4"
"overdubs	","	0.4"
"overeating	","	0.5"
"overemotes	","	0.5"
"overemoting	","	0.4"
"overestimated	","	0.5"
"overexciting	","	0.4"
"overexplanation	","	0.5"
"overexposed	","	0.5"
"overexposure	","	0.5"
"overextended	","	0.5"
"overextending	","	0.5"
"overexxagerating	","	0.4"
"overfed	","	0.4"
"overfilled	","	0.5"
"overflowed	","	0.5"
"overflowing	","	0.5"
"overflows	","	0.5"
"overgeneralizing	","	0.4"
"overglamorize	","	0.4"
"overground	","	0.4"
"overhaul	","	0.4"
"overhauled	","	0.4"
"overhear	","	0.5"
"overheard	","	0.5"
"overhearing	","	0.4"
"overhears	","	0.5"
"overheated	","	0.5"
"overheats	","	0.4"
"overhype	","	0.5"
"overhyped	","	0.5"
"overhyping	","	0.4"
"overindulgence	","	0.4"
"overindulgent	","	0.4"
"overindulging	","	0.5"
"overington	","	0.5"
"overjoyedbr	","	0.5"
"overkillbr	","	0.5"
"overkilled	","	0.5"
"overlaid	","	0.4"
"overlapped	","	0.5"
"overlapping	","	0.5"
"overlaps	","	0.4"
"overlay	","	0.5"
"overlays	","	0.5"
"overlit	","	0.4"
"overloaded	","	0.5"
"overlong	","	0.4"
"overlookable	","	0.4"
"overlookedbr	","	0.4"
"overlooking	","	0.4"
"overlooks	","	0.4"
"overlord	","	0.5"
"overlords	","	0.5"
"overloud	","	0.4"
"overly	","	0.4"
"overlybumbling	","	0.4"
"overlycritical	","	0.5"
"overlydramatic	","	0.4"
"overlyfamiliar	","	0.4"
"overlyinspired	","	0.4"
"overlylaconic	","	0.5"
"overlylong	","	0.4"
"overlymelodramatic	","	0.4"
"overlypadded	","	0.5"
"overlypreachy	","	0.4"
"overlyprotective	","	0.5"
"overlyreligious	","	0.5"
"overlystereotypical	","	0.5"
"overlystylized	","	0.4"
"overlytrusting	","	0.5"
"overlyzealous	","	0.5"
"overman	","	0.4"
"overmasters	","	0.4"
"overmeyer	","	0.5"
"overnight	","	0.5"
"overnightbr	","	0.5"
"overnighter	","	0.4"
"overnite	","	0.5"
"overpaid	","	0.5"
"overpass	","	0.4"
"overplayed	","	0.4"
"overplayedcartoonnetwork	","	0.5"
"overplaying	","	0.5"
"overplays	","	0.4"
"overplotted	","	0.4"
"overpopulated	","	0.5"
"overpopulation	","	0.5"
"overpopulationbr	","	0.5"
"overpowered	","	0.5"
"overpowering	","	0.5"
"overpowers	","	0.5"
"overpraised	","	0.4"
"overpriced	","	0.4"
"overpricedbr	","	0.4"
"overprinting	","	0.4"
"overproduced	","	0.4"
"overprotective	","	0.5"
"overqualified	","	0.5"
"overracting	","	0.5"
"overrate	","	0.5"
"overrated	","	0.4"
"overratedbr	","	0.4"
"overrationalization	","	0.5"
"overreact	","	0.4"
"overreacting	","	0.4"
"overreacts	","	0.4"
"overreliance	","	0.5"
"overridden	","	0.5"
"override	","	0.5"
"overrided	","	0.5"
"overrides	","	0.5"
"overriding	","	0.5"
"overrule	","	0.4"
"overruled	","	0.4"
"overrules	","	0.5"
"overrunning	","	0.5"
"overruse	","	0.4"
"overs	","	0.4"
"oversaw	","	0.4"
"oversbr	","	0.5"
"overscaled	","	0.5"
"overseas	","	0.4"
"overseasbr	","	0.5"
"oversee	","	0.5"
"overseeing	","	0.5"
"overseen	","	0.5"
"overseer	","	0.5"
"oversees	","	0.4"
"overshadowed	","	0.5"
"overshadowedbr	","	0.5"
"overshadowing	","	0.5"
"overshadows	","	0.5"
"overshooting	","	0.5"
"overshoots	","	0.4"
"oversightbr	","	0.5"
"oversights	","	0.4"
"oversimplifying	","	0.5"
"oversimply	","	0.5"
"oversold	","	0.5"
"overspeaks	","	0.5"
"overspeedy	","	0.4"
"overstated	","	0.5"
"overstatedbr	","	0.5"
"overstatementbr	","	0.4"
"overstatementleslie	","	0.5"
"overstates	","	0.4"
"overstating	","	0.4"
"overstay	","	0.5"
"overstayed	","	0.4"
